owner,repo,maintenance,contribution,popularity,code_quality,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contributor_participation,code_contribution,contributor_growth,stars_and_watches,forks,project_maturity,downstream_dependents,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity
gulpjs,gulp-util,1.4429166666666666,0.7599999999999999,0.93875,2.808888888888889,,,2.436666666666667,3.335,2.28,,,0.04,0.01,3.405,0.3,6.756666666666668,,1.67,0.2699999999999999
chancejs,chancejs,2.8466666666666662,0.8105555555555556,0.9425,2.035555555555556,1.7333333333333334,4.645,1.8533333333333333,3.155,2.316666666666667,0.025,0.09,0.29,0.06,3.42,,4.896666666666667,0.0499999999999999,1.16,0.3868518518518518
ardatan,graphql-tools,4.632291666666667,1.6788888888888889,1.1362500000000002,2.569444444444444,7.046666666666667,5.6675,3.85,1.965,2.6966666666666668,1.38,0.96,0.24,0.1,4.095000000000001,0.11,5.8933333333333335,0.81,1.005,0.6729629629629629
rstacruz,nprogress,2.529166666666667,0.7611111111111111,1.2225,2.6311111111111107,3.0666666666666664,,1.4800000000000002,5.57,2.283333333333333,,,1.18,0.23,3.37,0.11,6.6933333333333325,,1.2,0.7237037037037037
theturtle32,WebSocket-Node,3.117083333333333,0.7622222222222222,1.10625,2.5883333333333334,7.633333333333333,,1.4,3.435,2.286666666666666,,,0.17,0.08,4.175,,6.66,,1.105,0.3374074074074074
acdlite,recompose,1.3695833333333334,0.7599999999999999,0.8987499999999999,1.0344444444444445,,,2.033333333333333,3.4450000000000003,2.28,,,0.67,0.16,2.685,0.08,1.9733333333333327,,1.13,0.5299999999999999
cryptocoinjs,secp256k1-node,3.766875,0.7633333333333333,0.76125,2.576111111111111,7.479999999999999,2.4975,1.34,3.75,2.29,,,0.02,0.02,3.005,,6.663333333333334,,1.065,0.2677777777777778
facebook,draft-js,1.83125,0.7599999999999999,0.98625,1.55,,,4.41,2.915,2.28,,,1.03,0.34,2.535,0.04,2.91,,1.74,0.71
jrburke,r.js,1.7766666666666666,0.7599999999999999,1.08875,2.435555555555556,,,2.8866666666666667,4.22,2.28,,,0.12,0.09,4.145,,6.666666666666667,,0.64,0.3233333333333333
broofa,node-uuid,0.6241666666666668,0.7599999999999999,0.56375,2.605555555555556,,,0.0266666666666666,2.47,2.28,,,0.01,,2.245,,6.666666666666667,,1.15,
rafeca,prettyjson,1.4325,0.7599999999999999,1.025,2.419444444444444,,,2.19,3.54,2.28,,,0.02,0.01,4.04,0.03,6.373333333333332,,0.885,0.2633333333333333
Leaflet,Leaflet,5.485,1.3111111111111111,1.7500000000000002,2.7127777777777777,8.623333333333333,4.91,4.786666666666666,3.62,2.7433333333333336,0.36,0.83,1.8,0.73,4.4,0.07,6.583333333333333,0.4499999999999999,1.105,1.2803703703703704
webpack-contrib,uglifyjs-webpack-plugin,1.56625,0.7599999999999999,0.75875,1.8583333333333327,,,2.7,3.565,2.28,,,0.06,0.03,2.225,0.72,4.57,,1.005,0.2833333333333332
abbr,deasync,3.151666666666667,0.7644444444444445,0.835,2.613888888888889,6.726666666666667,2.5,0.16,3.22,2.293333333333333,,,0.04,0.01,3.2,0.09,6.696666666666666,,1.145,0.2714814814814815
dreamerslab,node.extend,1.6097916666666667,0.7616666666666666,0.99375,2.486666666666667,,0.0025,1.8266666666666669,4.61,2.28,0.005,,0.01,,3.915,0.05,6.68,,0.78,
theaqua,redux-logger,0.4208333333333334,0.7599999999999999,0.7912499999999999,2.180555555555556,,,1.6833333333333336,,2.28,,,0.26,0.04,2.735,0.13,5.026666666666666,,1.515,0.3533333333333333
expressjs,method-override,1.84,0.7599999999999999,0.8712500000000001,2.538333333333333,,1.725,1.93,3.705,2.28,,,0.03,0.01,3.205,0.24,6.73,,0.885,0.2666666666666666
mokkabonna,inquirer-autocomplete-prompt,4.3566666666666665,0.7949999999999999,0.68875,2.367777777777777,7.666666666666667,4.994999999999999,1.17,3.595,2.3,0.045,0.04,0.02,0.01,2.685,0.04,5.983333333333333,0.02,1.1,0.2749999999999999
browserify,watchify,1.48375,0.7599999999999999,0.8975,2.8138888888888887,,,2.17,3.765,2.28,,,0.08,0.03,3.44,0.04,6.666666666666667,,1.775,0.29
Reactive-Extensions,RxJS,1.944583333333333,0.7599999999999999,1.28,2.4938888888888893,,,3.733333333333333,4.045,2.28,,,0.89,0.27,3.96,,6.666666666666667,,0.815,0.64
TryGhost,node-sqlite3,3.961875,0.8283333333333333,1.1925,2.841111111111111,5.78,4.6375,3.03,2.4,2.38,0.065,0.04,0.27,0.1,4.26,0.14,6.713333333333334,0.025,1.785,0.3994444444444444
jashkenas,coffeescript,5.141458333333333,0.786111111111111,1.41875,2.344444444444445,7.919999999999999,4.9325,3.703333333333333,4.01,2.313333333333333,0.005,0.04,0.75,0.26,4.625,0.04,5.983333333333333,0.02,1.03,0.5987037037037036
jaredhanson,passport-local,2.03,0.7599999999999999,1.09375,2.5238888888888886,,,2.69,5.43,2.28,,,0.12,0.06,3.995,0.2,6.726666666666667,,0.845,0.3133333333333333
domenic,sinon-chai,2.05875,0.7599999999999999,1.005,2.5594444444444444,2.79,,1.61,3.835,2.28,,,0.05,0.01,3.91,0.05,6.213333333333334,,1.465,0.2733333333333333
gotwarlost,istanbul,2.4033333333333333,0.7611111111111111,1.09125,2.49,5.0,,1.8233333333333333,2.79,2.283333333333333,,,0.4,0.11,3.685,0.17,6.72,,0.75,0.4237037037037037
gruntjs,grunt-cli,3.24875,0.7611111111111111,0.94875,2.875555555555556,4.8533333333333335,2.5,1.366666666666667,4.275,2.283333333333333,,,0.03,0.03,3.645,0.09,6.696666666666666,,1.93,0.2737037037037037
gruntjs,grunt,5.096458333333334,0.7844444444444444,1.2762499999999997,2.635,7.453333333333333,4.7875000000000005,3.87,4.275,2.303333333333333,0.01,0.04,0.56,0.2,4.034999999999999,0.31,6.7700000000000005,0.02,1.115,0.5148148148148148
yeoman,generator,4.636875,0.8577777777777778,0.99375,2.4744444444444444,8.496666666666668,4.612500000000001,1.393333333333333,4.045,2.3433333333333333,0.1,0.13,0.05,0.04,3.885,,6.283333333333334,0.09,1.05,0.3159259259259259
BrowserSync,browser-sync,4.333333333333333,0.811111111111111,1.105,1.9383333333333328,7.323333333333333,4.364999999999999,2.7100000000000004,2.935,2.3233333333333333,0.02,0.09,0.55,0.1,3.36,0.41,5.17,0.0499999999999999,0.595,0.4870370370370371
facebook,flux,1.58375,0.7599999999999999,1.08125,2.303888888888889,,,3.42,2.915,2.28,,,0.79,0.44,3.055,0.04,5.1866666666666665,,1.725,0.6633333333333332
inversify,InversifyJS,4.570208333333333,1.002222222222222,0.86875,2.936666666666667,6.46,4.922499999999999,3.903333333333333,2.995,2.4766666666666666,0.05,0.48,0.49,0.09,2.895,,6.5,0.24,2.07,0.5274074074074073
mqttjs,MQTT.js,5.280833333333334,1.3738888888888887,1.23,2.5883333333333334,9.12,5.075,3.893333333333333,3.035,2.8166666666666664,0.265,1.04,0.37,0.18,4.37,,5.75,0.595,1.42,0.6412962962962963
babel,eslint-plugin-babel,1.1895833333333332,0.7599999999999999,0.7037499999999999,2.6572222222222224,,,1.7733333333333334,2.985,2.28,,,0.02,0.01,2.745,0.04,6.346666666666667,,1.625,0.2633333333333333
electron,electron,5.749583333333334,3.728888888888889,3.0525,3.28,8.81,6.765000000000001,4.783333333333332,2.64,4.826666666666667,3.62,2.74,5.05,1.87,5.19,0.1,6.2,2.63,1.01,3.54962962962963
mikeal,watch,1.7016666666666669,0.7022222222222223,1.215,3.15611111111111,,,1.6366666666666667,5.17,2.106666666666667,,,0.06,0.02,4.34,0.44,6.813333333333333,,2.655,0.2607407407407408
TooTallNate,keypress,1.4925,0.7022222222222223,0.955,2.608333333333333,,,0.96,5.01,2.106666666666667,,,0.02,0.01,3.75,0.04,6.68,,1.145,0.2440740740740741
hparra,gulp-rename,1.2854166666666669,0.7022222222222223,0.90875,3.0750000000000006,,,1.5066666666666668,3.635,2.106666666666667,,,0.03,0.01,3.265,0.33,6.7700000000000005,,2.455,0.2474074074074074
gulp-sourcemaps,gulp-sourcemaps,1.0508333333333333,0.7022222222222223,0.86875,2.622222222222222,,,1.393333333333333,2.81,2.106666666666667,,,0.05,0.02,3.185,0.22,6.716666666666666,,1.15,0.2574074074074075
apollographql,apollo-client,5.204166666666667,2.120555555555556,0.9675,2.7322222222222226,8.416666666666666,5.4350000000000005,4.91,2.055,3.3166666666666664,1.135,1.91,0.87,0.34,2.61,0.05,5.076666666666667,1.4449999999999998,1.675,1.1101851851851854
broccolijs,broccoli-funnel,1.0545833333333334,0.7599999999999999,0.7474999999999999,2.555555555555556,,,0.9933333333333332,3.225,2.28,,,,,2.98,0.01,6.046666666666667,,1.62,
patorjk,figlet.js,2.248333333333333,0.8383333333333334,0.995,2.345,,5.050000000000001,1.8233333333333333,2.12,2.31,0.115,0.09,0.11,0.02,3.78,0.07,6.41,0.045,0.58,0.3227777777777778
andyearnshaw,Intl.js,1.2079166666666667,0.7599999999999999,0.8975,2.707777777777778,,,2.296666666666667,2.535,2.28,,,0.08,0.03,3.48,,6.493333333333333,,1.63,0.29
koajs,static,2.3941666666666666,0.7616666666666666,0.85875,2.845,,2.5,3.0866666666666664,3.99,2.28,0.005,,0.05,0.02,3.365,,6.66,,1.875,0.2772222222222222
apache,echarts,6.082083333333333,1.9727777777777773,2.2175,2.853888888888889,7.723333333333334,5.015000000000001,4.069999999999999,7.52,4.213333333333334,0.355,1.35,2.66,2.5,3.63,0.08,5.886666666666667,0.7350000000000001,1.94,2.3775925925925923
pksunkara,inflect,1.1966666666666668,0.7599999999999999,0.99375,2.438333333333333,,,2.0866666666666664,2.7,2.28,,,0.01,0.01,3.885,0.07,6.69,,0.625,0.2599999999999999
ericelliott,cuid,2.03625,0.7599999999999999,0.98125,2.2627777777777776,,1.815,2.49,3.84,2.28,,,0.15,0.02,3.695,0.06,5.163333333333333,,1.625,0.31
yeoman,environment,4.701041666666667,0.8638888888888888,0.78375,2.2244444444444444,8.886666666666667,4.532500000000001,1.34,4.045,2.3366666666666664,0.125,0.13,0.01,0.01,3.115,,6.003333333333333,0.09,0.58,0.2946296296296296
flatiron,nconf,4.559791666666667,0.7633333333333332,1.1112499999999998,2.7816666666666663,9.996666666666668,2.2125,1.4,4.63,2.28,0.01,,0.18,0.03,4.194999999999999,0.04,6.669999999999999,,1.675,0.3244444444444443
kolodny,immutability-helper,1.440416666666667,0.7599999999999999,0.70375,2.6572222222222224,,,1.7966666666666669,3.965,2.28,,,0.23,0.03,2.535,0.02,5.726666666666667,,2.245,0.3399999999999999
josdejong,mathjs,5.455625,1.0855555555555556,1.0875,2.5638888888888887,9.3,4.797499999999999,5.2,2.525,2.556666666666666,0.22,0.48,0.63,0.16,3.54,0.02,6.226666666666667,0.275,1.19,0.6251851851851852
broccolijs,broccoli-merge-trees,1.1545833333333333,0.7599999999999999,0.7912499999999999,2.592777777777777,,,1.393333333333333,3.225,2.28,,,,,3.155,0.01,6.053333333333332,,1.725,
flatiron,prompt,1.5716666666666668,0.7599999999999999,1.075,3.1316666666666664,,,1.656666666666667,4.63,2.28,,,0.09,0.02,4.14,0.05,6.68,,2.715,0.29
jaredhanson,passport-oauth2,3.14,0.7672222222222221,0.875,2.4599999999999995,3.17,2.4,1.5599999999999998,5.43,2.2966666666666664,0.005,,0.03,0.04,3.37,0.06,6.539999999999999,,0.84,0.2790740740740741
ForbesLindesay,sync-request,3.194583333333333,0.7622222222222222,0.7675,2.466666666666667,7.013333333333333,,1.61,4.154999999999999,2.286666666666666,,,0.01,0.01,3.0,0.05,6.670000000000001,,0.73,0.2607407407407408
ljharb,tape,4.969583333333333,0.8011111111111111,1.00625,2.595555555555556,7.516666666666666,5.025,4.166666666666667,3.17,2.303333333333333,0.06,0.04,0.26,0.04,3.615,0.11,6.696666666666666,0.03,1.06,0.367037037037037
koajs,bodyparser,2.3935416666666667,0.7622222222222222,0.81875,2.656111111111111,,2.4975,3.0866666666666664,3.99,2.286666666666666,,,0.06,0.02,3.195,,6.663333333333334,,1.305,0.2807407407407407
jashkenas,backbone,5.274791666666665,0.8116666666666666,1.58625,2.9599999999999995,8.003333333333332,4.8225,4.263333333333333,4.01,2.3,0.095,0.04,1.28,0.69,4.355,0.02,6.4,0.02,2.46,0.9272222222222224
typicode,lowdb,4.6554166666666665,0.7794444444444443,1.095,2.4516666666666667,9.703333333333331,3.62,2.4033333333333333,2.895,2.313333333333333,0.025,,0.94,0.11,3.19,0.14,6.62,,0.735,0.6098148148148147
ember-cli,ember-cli-htmlbars,4.125208333333333,0.8538888888888888,0.76875,2.3572222222222226,6.763333333333333,4.797499999999999,1.42,3.52,2.3466666666666667,0.045,0.17,,0.01,3.0450000000000004,0.02,5.826666666666667,0.09,1.155,
mozilla,nunjucks,5.406458333333333,0.7688888888888887,1.0725000000000002,2.686666666666667,6.29,3.8175,3.543333333333333,7.975,2.2966666666666664,0.01,,0.38,0.08,3.76,0.07,6.640000000000001,,1.42,0.4096296296296295
jshint,jshint,3.814166666666667,0.7622222222222222,1.2574999999999998,2.4199999999999995,7.516666666666667,,3.61,4.13,2.286666666666666,,,0.41,0.21,4.31,0.1,5.579999999999999,,1.68,0.4607407407407407
benjamn,install,1.3541666666666667,0.7599999999999999,0.8987499999999999,2.3516666666666666,,,1.4266666666666667,3.99,2.28,,,,,3.545,0.05,6.48,,0.575,
chenglou,react-motion,1.9450000000000005,0.7599999999999999,0.9775,1.5872222222222223,,2.5,1.6900000000000002,3.5900000000000003,2.28,,,0.99,0.15,2.75,0.02,3.1566666666666663,,1.605,0.6333333333333333
ChainSafe,web3.js,4.961458333333334,1.518888888888889,1.16125,2.515555555555556,8.306666666666667,5.1725,3.5966666666666662,2.77,2.9466666666666668,0.5700000000000001,1.04,0.84,0.6,3.205,,5.3566666666666665,0.795,1.395,0.9862962962962964
adaltas,node-http-status,4.791041666666667,0.805,1.0550000000000002,2.703888888888889,9.87,5.0075,1.9566666666666668,2.33,2.31,0.015,0.09,0.02,0.01,4.19,,6.656666666666666,0.045,1.41,0.2783333333333334
Medium,phantomjs,1.12375,0.7599999999999999,0.965,3.6427777777777774,,,1.26,3.235,2.28,,,0.06,0.06,3.71,0.03,6.653333333333333,,4.275,0.2933333333333333
webpack-contrib,extract-text-webpack-plugin,1.3545833333333333,0.7599999999999999,1.03375,1.8244444444444443,,,1.8533333333333333,3.565,2.28,,,0.18,0.07,3.235,0.65,4.303333333333334,,1.17,0.3366666666666666
jxson,front-matter,1.5454166666666669,0.7611111111111111,0.9575,2.8872222222222224,,,1.7166666666666668,4.465,2.283333333333333,,,0.03,0.01,3.76,0.03,6.676666666666667,,1.985,0.267037037037037
reactstrap,reactstrap,4.431041666666667,0.9033333333333332,0.835,1.830555555555556,6.616666666666667,4.3725000000000005,4.359999999999999,2.375,2.4,0.05,0.26,0.48,0.17,2.57,0.12,4.136666666666667,0.15,1.205,0.5177777777777778
babel,ember-cli-babel,3.9602083333333336,0.8633333333333333,0.755,2.8744444444444444,6.433333333333334,4.9525,1.47,2.985,2.35,0.07,0.17,0.01,0.02,2.97,0.02,5.973333333333334,0.09,2.56,0.2977777777777777
twitter,hogan.js,1.5945833333333337,0.7599999999999999,1.0612499999999998,2.61,,,2.8433333333333333,3.535,2.28,,,0.23,0.06,3.935,0.02,6.669999999999999,,1.16,0.3499999999999999
klughammer,node-randomstring,1.2875,0.7599999999999999,0.98875,2.727777777777778,,,1.42,3.73,2.28,,,0.02,0.01,3.905,0.02,6.673333333333333,,1.51,0.2633333333333333
jquery,jquery-ui,4.922708333333333,0.8272222222222222,1.44875,2.656111111111111,7.896666666666666,4.7975,3.2466666666666666,3.75,2.3666666666666667,0.025,0.09,0.51,0.67,4.595,0.02,6.673333333333333,0.045,1.25,0.669074074074074
imagemin,imagemin-pngquant,1.9004166666666669,0.7599999999999999,0.8124999999999999,2.6988888888888893,,2.5,1.366666666666667,3.735,2.28,,,0.01,0.01,3.14,0.09,6.686666666666667,,1.41,0.2599999999999999
getsentry,raven-js,5.958125,2.3494444444444444,1.2525,1.876666666666667,8.693333333333333,6.3375,4.706666666666667,4.095,3.513333333333333,2.755,0.78,0.34,0.19,4.46,0.02,2.6,1.585,1.445,0.9598148148148148
showdownjs,showdown,4.083958333333333,0.7122222222222222,1.47875,2.338888888888889,7.046666666666667,2.4575,3.556666666666667,3.275,2.1366666666666667,,,0.63,0.2,5.065,0.02,6.3566666666666665,,0.66,0.514074074074074
angular,angular.js,1.9704166666666667,0.7022222222222223,2.7037500000000003,1.691111111111111,,,3.9466666666666654,3.935,2.106666666666667,,,2.69,3.52,4.605,,4.253333333333333,,0.8200000000000001,2.3040740740740744
apocas,dockerode,4.611041666666667,0.7588888888888888,0.92,3.0016666666666665,8.31,4.5725,2.1666666666666665,3.395,2.1766666666666667,0.01,0.09,0.19,0.06,3.42,0.01,6.66,0.045,2.3,0.3362962962962963
dcodeIO,bytebuffer.js,1.0658333333333334,0.7022222222222223,0.8962499999999999,2.448888888888889,,,1.2333333333333334,3.03,2.106666666666667,,,0.03,0.02,3.535,,6.666666666666667,,0.68,0.2507407407407407
vuejs,vue-class-component,2.212083333333333,0.7055555555555556,0.7775,1.8,1.6266666666666667,2.445,1.8266666666666669,2.95,2.1166666666666667,,,0.26,0.05,2.76,0.04,4.3500000000000005,,1.05,0.3385185185185185
nickmerwin,node-coveralls,1.5220833333333332,0.7022222222222223,0.90375,3.0333333333333337,,,1.903333333333333,4.185,2.106666666666667,,,0.05,0.03,3.535,,6.0200000000000005,,3.08,0.2607407407407408
hughsk,envify,1.7575,0.7022222222222223,0.88,2.7466666666666666,,,1.12,5.91,2.106666666666667,,,0.04,0.01,3.43,0.04,6.68,,1.56,0.2507407407407407
olado,doT,3.298125,0.7033333333333333,1.15875,2.4644444444444447,5.0,2.4425,1.6900000000000002,4.0600000000000005,2.11,,,0.23,0.13,4.265,0.01,6.663333333333334,,0.73,0.3544444444444444
tediousjs,node-mssql,5.174791666666667,0.92,0.90625,2.78,9.426666666666668,4.7325,3.81,2.73,2.27,0.27,0.22,0.1,0.06,3.465,,6.489999999999999,0.12,1.73,0.36
tj,connect-redis,5.112291666666667,0.7283333333333334,1.1637499999999998,2.601666666666666,9.31,4.6875,1.5066666666666668,4.945,2.14,0.005,0.04,0.13,0.05,4.455,0.02,6.669999999999999,0.035,1.1,0.3027777777777778
kaorun343,vue-property-decorator,3.402916666666667,0.7022222222222223,0.715,2.491111111111111,9.703333333333331,,1.8233333333333333,2.085,2.106666666666667,,,0.25,0.05,2.56,,6.323333333333333,,1.15,0.3340740740740741
contra,gulp-concat,0.57875,0.7022222222222223,0.91625,3.3366666666666664,,,1.34,0.975,2.106666666666667,,,0.04,0.02,3.405,0.2,6.73,,3.28,0.2540740740740741
standard,standard,4.749791666666667,0.8594444444444443,1.14375,2.839444444444444,7.453333333333333,4.6875,3.983333333333333,2.875,2.2333333333333334,0.085,0.26,1.31,0.3,2.875,0.09,6.6933333333333325,0.15,1.675,0.8231481481481481
koajs,router,4.560625,0.7294444444444445,0.3625,3.2183333333333333,6.536666666666666,4.552500000000001,3.1633333333333327,3.99,2.1333333333333333,0.015,0.04,0.04,0.02,1.39,,6.66,0.02,2.975,0.2631481481481482
yuanchuan,node-watch,3.6416666666666666,0.7438888888888888,0.96375,2.621111111111111,5.03,4.71,1.7166666666666668,3.11,2.1366666666666667,0.005,0.09,0.02,0.01,3.805,0.02,6.673333333333333,0.045,1.145,0.2579629629629629
prettier,tslint-config-prettier,1.1662500000000002,0.7022222222222223,0.5475,2.075,,,2.5900000000000003,2.075,2.106666666666667,,,0.06,0.01,2.08,0.04,5.03,,1.195,0.2574074074074075
rollup,rollup-plugin-node-resolve,1.18875,0.7022222222222223,0.6825,2.180555555555556,,,1.93,2.825,2.106666666666667,,,0.02,0.01,2.62,0.08,5.536666666666666,,1.005,0.2440740740740741
ethereumjs,ethereumjs-tx,1.19875,0.7022222222222223,0.7249999999999999,2.830555555555556,,,1.93,2.865,2.106666666666667,,,0.04,0.03,2.76,0.07,6.656666666666666,,1.835,0.2574074074074075
oblador,react-native-vector-icons,4.748958333333333,1.1472222222222224,1.0175,2.218888888888889,7.713333333333334,4.5875,3.78,2.915,2.506666666666667,0.105,0.83,0.78,0.27,2.85,0.17,5.166666666666667,0.42,1.07,0.7324074074074075
pvorb,node-sha1,1.4645833333333331,0.7022222222222223,1.01875,2.435,,,1.4533333333333334,4.405,2.106666666666667,,,,,4.025,0.05,6.68,,0.625,
ianschmitz,jest-environment-jsdom-fourteen,0.7658333333333334,0.7022222222222223,0.45375,2.418888888888889,,,1.4533333333333334,1.61,2.106666666666667,,,,,1.455,0.36,6.736666666666667,,0.52,
ant-design,babel-plugin-import,3.99375,0.7466666666666666,0.71375,2.6838888888888888,7.32,5.005,1.42,2.23,2.14,0.01,0.09,0.14,0.05,2.615,0.05,6.586666666666667,0.045,1.42,0.3122222222222222
geowarin,friendly-errors-webpack-plugin,1.2466666666666668,0.7022222222222223,0.6837500000000001,2.0322222222222224,,,1.7966666666666669,3.1900000000000004,2.106666666666667,,,0.03,0.01,2.365,0.33,4.996666666666667,,1.1,0.2474074074074074
vuejs,babel-helper-vue-jsx-merge-props,0.8375,0.7022222222222223,0.635,2.501111111111112,,,0.3999999999999999,2.95,2.106666666666667,,,,,2.37,0.17,6.723333333333334,,0.78,
jadejs,jade,2.2975,0.7100000000000001,1.47375,2.275555555555556,7.426666666666667,,1.7633333333333334,,2.1300000000000003,,,0.98,0.25,4.4750000000000005,0.19,5.716666666666666,,1.11,0.6466666666666666
terinjokes,gulp-uglify,1.20375,0.7022222222222223,0.94,2.518333333333333,,,1.5599999999999998,3.255,2.106666666666667,,,0.06,0.02,3.42,0.26,6.72,,0.835,0.2607407407407408
gruntjs,grunt-contrib-copy,1.5254166666666669,0.7022222222222223,0.97,2.706666666666667,,,1.8266666666666669,4.275,2.106666666666667,,,0.03,0.02,3.69,0.14,6.710000000000001,,1.41,0.2507407407407407
fluent-ffmpeg,node-fluent-ffmpeg,4.43625,0.7311111111111112,1.15625,2.9422222222222225,6.196666666666666,4.995,2.353333333333333,4.2,2.1833333333333336,0.01,,0.34,0.11,4.175,,6.576666666666667,,2.25,0.3937037037037037
vpulim,node-soap,2.9489583333333336,0.7072222222222223,1.14375,2.568888888888889,,4.7725,4.403333333333333,2.62,2.106666666666667,0.015,,0.13,0.19,4.255,,6.346666666666667,,1.36,0.3424074074074074
